# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.contentStorage.recordsReadDecompressed,1782255914796000000,1782255974913000000,0
VFS.cache.filesCreated,1782255914796000000,1782255974913000000,799
VFS.invertedFileNameIndex.requests,1782255914796000000,1782255974913000000,6
VFS.cache.directoriesCreated,1782255914796000000,1782255974913000000,490
FileNameCache.queries,1782255914796000000,1782255974913000000,24512
VFS.contentStorage.recordsStored,1782255914796000000,1782255974913000000,0
VFS.rootsCount,1782255914796000000,1782255974913000000,13.0
VFS.fileByIdCache.hits,1782255914796000000,1782255974913000000,0
VFS.contentStorage.recordsUncompressedSize,1782255914796000000,1782255974913000000,0
VFS.contentStorage.recordsReadSize,1782255914796000000,1782255974913000000,6158
VFS.fileChildByName,1782255914796000000,1782255974913000000,4165
FileNameCache.totalMisses,1782255914796000000,1782255974913000000,256
VFS.folderCaseSensitivityReads,1782255914796000000,1782255974913000000,0
VFS.contentStorage.recordsStoredSize,1782255914796000000,1782255974913000000,0
VFS.cache.segments,1782255914796000000,1782255974913000000,74.0
VFS.cache.segmentsCreated,1782255914796000000,1782255974913000000,74
VFS.contentStorage.recordsStoredCompressed,1782255914796000000,1782255974913000000,0
VFS.fileByIdCache.misses,1782255914796000000,1782255974913000000,94
VFS.contentStorage.recordsDecompressionTimeUs,1782255914796000000,1782255974913000000,0
VFS.contentStorage.recordsRead,1782255914796000000,1782255974913000000,8
VFS.contentStorage.recordsDeduplicated,1782255914796000000,1782255974913000000,0
FilePageCache.uncachedFileAccess,1782255914796000000,1782255974913000000,484
FilePageCache.pageLoads,1782255914796000000,1782255974913000000,604
StorageLockContext.competingThreads.avg,1782255914796000000,1782255974913000000,0.0
StreamlinedBlobStorage.recordsAllocated,1782255914796000000,1782255974913000000,45990
StorageLockContext.competingThreads.90P,1782255914796000000,1782255974913000000,0
DirectByteBufferAllocator.misses,1782255914796000000,1782255974913000000,603
FilePageCache.totalPageDisposalsUs,1782255914796000000,1782255974913000000,896
FilePageCache.disposedBuffers,1782255914796000000,1782255974913000000,615
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1782255914796000000,1782255974913000000,0
MappedFileStorage.storages,1782255914796000000,1782255974913000000,10
StreamlinedBlobStorage.recordsDeleted,1782255914796000000,1782255974913000000,268
FilePageCache.pageFastCacheHits,1782255914796000000,1782255974913000000,12075
MappedFileStorage.totalPagesMapped,1782255914796000000,1782255974913000000,10
FilePageCache.pageHits,1782255914796000000,1782255974913000000,0
DirectByteBufferAllocator.disposed,1782255914796000000,1782255974913000000,603
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1782255914796000000,1782255974913000000,3434741
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1782255914796000000,1782255974913000000,848390
MappedFileStorage.totalBytesMapped,1782255914796000000,1782255974913000000,177471488
FilePageCache.totalPageLoadsUs,1782255914796000000,1782255974913000000,196916
DirectByteBufferAllocator.reclaimed,1782255914796000000,1782255974913000000,54
FilePageCache.capacityInBytes,1782255914796000000,1782255974913000000,629145600
FileChannelInterruptsRetryer.totalRetriedAttempts,1782255914796000000,1782255974913000000,0
StreamlinedBlobStorage.recordsRelocated,1782255914796000000,1782255974913000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1782255914796000000,1782255974913000000,11
MappedFileStorage.totalTimeSpentOnMappingUs,1782255914796000000,1782255974913000000,2985
DirectByteBufferAllocator.hits,1782255914796000000,1782255974913000000,12
FilePageCache.maxRegisteredFiles,1782255914796000000,1782255974913000000,1649
FilePageCache.maxCacheSizeInBytes,1782255914796000000,1782255974913000000,629153792
StorageLockContext.competingThreads.max,1782255914796000000,1782255974913000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1782255914796000000,1782255974913000000,41959424
AWTEventQueue.dispatchTimeMaxNs,1782255914796000000,1782255974913000000,0
FlushQueue.waitingTimeAvgNs,1782255914796000000,1782255974913000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1782255914796000000,1782255974913000000,87
ReadAction.executionsCount,1782255914796000000,1782255974913000000,3446
FlushQueue.tasksExecuted,1782255914796000000,1782255974913000000,0
NonBlockingReadAction.failedExecutionsCount,1782255914796000000,1782255974913000000,0
WriteAction.executionsCount,1782255914796000000,1782255974913000000,6
FlushQueue.waitingTime90PNs,1782255914796000000,1782255974913000000,0
FlushQueue.executionTimeAvgNs,1782255914796000000,1782255974913000000,0.0
AWTEventQueue.dispatchTime90PNs,1782255914796000000,1782255974913000000,0
FlushQueue.queueSize90P,1782255914796000000,1782255974913000000,0
AWTEventQueue.dispatchTimeTotalNS,1782255914796000000,1782255974913000000,4245928958
FlushQueue.executionTimeMaxNs,1782255914796000000,1782255974913000000,0
FlushQueue.executionTime90PNs,1782255914796000000,1782255974913000000,0
NonBlockingReadAction.failedExecutionTimeUs,1782255914796000000,1782255974913000000,0
